06:42:37	0:03:21
06:43:09	0:04:32
06:43:41	0:04:23
06:44:12	0:05:26
06:44:44	0:05:05
06:45:15	0:04:24
06:45:47	0:03:49
06:46:18	0:04:06
06:46:50	0:04:57
06:47:22	0:03:15
06:47:53	0:04:21
06:48:25	0:04:42
06:48:56	0:04:41
06:49:28	0:04:17
06:49:59	0:03:50
06:50:31	0:04:26
06:51:03	0:04:34
06:51:34	0:04:43
06:52:06	0:05:09
06:52:37	0:04:07
06:53:09	0:03:57
06:53:41	0:05:03
06:54:12	0:04:40
06:54:44	0:03:53
06:55:15	0:05:00
06:55:47	0:04:03
06:56:18	0:04:01
06:56:50	0:03:08
06:57:22	0:04:19
06:57:53	0:05:02
06:58:25	0:03:44
06:58:56	0:04:48
06:59:28	0:05:29
07:00:00	0:04:21
07:00:25	0:04:25
07:00:51	0:05:15
07:01:17	0:03:41
07:01:42	0:04:29
07:02:08	0:04:09
07:02:34	0:05:25
07:03:00	0:05:20
07:03:25	0:04:17
07:03:51	0:05:17
07:04:17	0:04:21
07:04:42	0:05:16
07:05:08	0:04:58
07:05:34	0:03:40
07:06:00	0:04:06
07:06:25	0:04:17
07:06:51	0:04:53
07:07:17	0:04:37
07:07:42	0:04:04
07:08:08	0:04:05
07:08:34	0:04:31
07:09:00	0:04:09
07:09:25	0:04:15
07:09:51	0:04:04
07:10:17	0:04:01
07:10:42	0:04:08
07:11:08	0:04:26
07:11:34	0:04:01
07:12:00	0:04:13
07:12:25	0:04:19
07:12:51	0:05:17
07:13:17	0:03:27
07:13:42	0:04:37
07:14:08	0:04:11
07:14:34	0:04:13
07:15:00	0:04:56
07:15:25	0:05:11
07:15:51	0:03:31
07:16:17	0:04:43
07:16:42	0:04:52
07:17:08	0:04:17
07:17:34	0:04:20
07:18:00	0:04:01
07:18:25	0:03:52
07:18:51	0:05:47
07:19:17	0:05:15
07:19:42	0:04:03
07:20:08	0:04:35
07:20:34	0:05:22
07:21:00	0:04:27
07:21:25	0:04:48
07:21:51	0:04:31
07:22:17	0:05:18
07:22:42	0:03:59
07:23:08	0:04:46
07:23:34	0:05:03
07:24:00	0:04:05
07:24:25	0:04:50
07:24:51	0:03:59
07:25:17	0:03:56
07:25:42	0:04:24
07:26:08	0:04:39
07:26:34	0:04:28
07:27:00	0:04:14
07:27:25	0:04:52
07:27:51	0:03:36
07:28:17	0:04:27
07:28:42	0:04:10
07:29:08	0:04:14
07:29:34	0:03:35
07:30:00	0:03:59
07:30:21	0:04:41
07:30:42	0:04:14
07:31:04	0:04:56
07:31:25	0:05:22
07:31:47	0:04:57
07:32:08	0:04:31
07:32:29	0:04:05
07:32:51	0:04:20
07:33:12	0:04:54
07:33:34	0:04:25
07:33:55	0:04:31
07:34:17	0:05:11
07:34:38	0:04:25
07:34:59	0:04:34
07:35:21	0:05:20
07:35:42	0:04:28
07:36:04	0:04:12
07:36:25	0:03:52
07:36:47	0:03:57
07:37:08	0:05:12
07:37:29	0:04:42
07:37:51	0:04:52
07:38:12	0:04:29
07:38:34	0:04:16
07:38:55	0:04:39
07:39:17	0:05:08
07:39:38	0:05:39
07:39:59	0:04:15
07:40:21	0:05:04
07:40:42	0:03:41
07:41:04	0:04:29
07:41:25	0:04:07
07:41:47	0:03:31
07:42:08	0:04:26
07:42:29	0:04:23
07:42:51	0:03:46
07:43:12	0:04:54
07:43:34	0:04:49
07:43:55	0:04:41
07:44:17	0:04:30
07:44:38	0:04:02
07:44:59	0:04:39
07:45:21	0:04:13
07:45:42	0:04:32
07:46:04	0:04:31
07:46:25	0:04:49
07:46:47	0:04:39
07:47:08	0:04:19
07:47:29	0:04:08
07:47:51	0:04:49
07:48:12	0:04:57
07:48:34	0:04:54
07:48:55	0:05:26
07:49:17	0:04:36
07:49:38	0:03:32
07:49:59	0:05:11
07:50:21	0:04:12
07:50:42	0:05:16
07:51:04	0:04:43
07:51:25	0:04:45
07:51:47	0:04:38
07:52:08	0:04:21
07:52:29	0:04:42
07:52:51	0:04:10
07:53:12	0:04:26
07:53:34	0:05:29
07:53:55	0:04:48
07:54:17	0:04:27
07:54:38	0:04:47
07:54:59	0:05:00
07:55:21	0:04:17
07:55:42	0:04:33
07:56:04	0:04:58
07:56:25	0:04:06
07:56:47	0:04:46
07:57:08	0:04:49
07:57:29	0:04:54
07:57:51	0:04:15
07:58:12	0:04:24
07:58:34	0:04:50
07:58:55	0:04:08
07:59:17	0:04:57
07:59:38	0:05:06
08:00:00	0:04:40
08:00:18	0:03:44
08:00:37	0:03:52
08:00:56	0:03:59
08:01:15	0:04:18
08:01:34	0:05:04
08:01:53	0:03:28
08:02:12	0:04:23
08:02:31	0:04:08
08:02:50	0:04:05
08:03:09	0:04:07
08:03:28	0:03:58
08:03:47	0:04:43
08:04:06	0:04:17
08:04:25	0:03:40
08:04:44	0:03:56
08:05:03	0:04:27
08:05:22	0:04:41
08:05:41	0:04:59
08:05:59	0:04:11
08:06:18	0:04:04
08:06:37	0:04:11
08:06:56	0:04:23
08:07:15	0:04:27
08:07:34	0:04:18
08:07:53	0:04:06
08:08:12	0:04:02
08:08:31	0:05:27
08:08:50	0:04:59
08:09:09	0:04:54
08:09:28	0:03:57
08:09:47	0:04:01
08:10:06	0:03:26
08:10:25	0:04:03
08:10:44	0:02:31
08:11:03	0:04:08
08:11:22	0:04:21
08:11:41	0:04:33
08:11:59	0:05:25
08:12:18	0:03:58
08:12:37	0:04:19
08:12:56	0:04:10
08:13:15	0:05:33
08:13:34	0:04:38
08:13:53	0:03:57
08:14:12	0:05:15
08:14:31	0:04:01
08:14:50	0:03:10
08:15:09	0:04:18
08:15:28	0:05:13
08:15:47	0:03:37
08:16:06	0:04:07
08:16:25	0:04:05
08:16:44	0:05:24
08:17:03	0:04:48
08:17:22	0:03:35
08:17:41	0:04:28
08:17:59	0:03:55
08:18:18	0:04:14
08:18:37	0:04:17
08:18:56	0:04:13
08:19:15	0:03:39
08:19:34	0:03:19
08:19:53	0:05:04
08:20:12	0:04:40
08:20:31	0:04:18
08:20:50	0:03:37
08:21:09	0:04:13
08:21:28	0:04:40
08:21:47	0:04:40
08:22:06	0:05:34
08:22:25	0:04:51
08:22:44	0:03:49
08:23:03	0:03:41
08:23:22	0:04:45
08:23:41	0:04:51
08:23:59	0:04:01
08:24:18	0:05:41
08:24:37	0:04:25
08:24:56	0:05:18
08:25:15	0:04:57
08:25:34	0:05:17
08:25:53	0:04:54
08:26:12	0:05:10
08:26:31	0:05:14
08:26:50	0:04:28
08:27:09	0:05:03
08:27:28	0:04:17
08:27:47	0:05:26
08:28:06	0:04:24
08:28:25	0:04:14
08:28:44	0:03:50
08:29:03	0:04:11
08:29:22	0:04:17
08:29:41	0:04:28
08:30:00	0:03:48
08:30:17	0:04:44
08:30:35	0:04:25
08:30:53	0:04:29
08:31:11	0:04:44
08:31:29	0:04:07
08:31:46	0:04:59
08:32:04	0:04:51
08:32:22	0:04:20
08:32:40	0:04:58
08:32:58	0:04:43
08:33:16	0:04:56
08:33:33	0:04:02
08:33:51	0:03:53
08:34:09	0:04:10
08:34:27	0:04:14
08:34:45	0:04:51
08:35:02	0:04:15
08:35:20	0:05:01
08:35:38	0:04:02
08:35:56	0:05:00
08:36:14	0:04:36
08:36:32	0:04:43
08:36:49	0:03:37
08:37:07	0:04:17
08:37:25	0:04:07
08:37:43	0:03:43
08:38:01	0:03:51
08:38:19	0:04:07
08:38:36	0:04:45
08:38:54	0:05:06
08:39:12	0:04:55
08:39:30	0:04:37
08:39:48	0:03:58
08:40:05	0:04:46
08:40:23	0:04:29
08:40:41	0:04:52
08:40:59	0:04:39
08:41:17	0:04:39
08:41:35	0:04:07
08:41:52	0:04:25
08:42:10	0:04:47
08:42:28	0:04:23
08:42:46	0:04:23
08:43:04	0:05:06
08:43:21	0:04:32
08:43:39	0:04:01
08:43:57	0:04:04
08:44:15	0:04:09
08:44:33	0:04:54
08:44:51	0:04:53
08:45:08	0:04:10
08:45:26	0:04:00
08:45:44	0:04:03
08:46:02	0:04:29
08:46:20	0:05:03
08:46:38	0:04:48
08:46:55	0:04:11
08:47:13	0:04:17
08:47:31	0:04:31
08:47:49	0:04:48
08:48:07	0:03:41
08:48:24	0:04:05
08:48:42	0:03:46
08:49:00	0:04:16
08:49:18	0:04:40
08:49:36	0:05:12
08:49:54	0:04:14
08:50:11	0:04:36
08:50:29	0:04:50
08:50:47	0:04:25
08:51:05	0:04:33
08:51:23	0:05:19
08:51:40	0:04:59
08:51:58	0:03:54
08:52:16	0:04:40
08:52:34	0:04:29
08:52:52	0:04:26
08:53:10	0:04:16
08:53:27	0:03:06
08:53:45	0:05:22
08:54:03	0:04:28
08:54:21	0:04:55
08:54:39	0:05:20
08:54:57	0:03:29
08:55:14	0:04:47
08:55:32	0:04:11
08:55:50	0:04:15
08:56:08	0:04:58
08:56:26	0:04:58
08:56:43	0:03:53
08:57:01	0:04:58
08:57:19	0:04:30
08:57:37	0:03:24
08:57:55	0:04:35
08:58:13	0:04:49
08:58:30	0:04:17
08:58:48	0:04:25
08:59:06	0:04:58
08:59:24	0:04:53
08:59:42	0:04:08
09:00:00	0:05:06
09:00:17	0:04:40
09:00:34	0:04:40
09:00:51	0:04:57
09:01:09	0:04:34
09:01:26	0:04:11
09:01:43	0:04:25
09:02:01	0:04:52
09:02:18	0:04:57
09:02:35	0:05:10
09:02:53	0:05:04
09:03:10	0:04:22
09:03:27	0:04:09
09:03:44	0:05:12
09:04:02	0:03:51
09:04:19	0:04:15
09:04:36	0:03:24
09:04:54	0:04:47
09:05:11	0:04:01
09:05:28	0:04:44
09:05:46	0:04:20
09:06:03	0:04:02
09:06:20	0:04:24
09:06:38	0:05:15
09:06:55	0:05:28
09:07:12	0:04:24
09:07:29	0:04:55
09:07:47	0:04:34
09:08:04	0:03:19
09:08:21	0:04:10
09:08:39	0:04:55
09:08:56	0:04:29
09:09:13	0:04:26
09:09:31	0:04:20
09:09:48	0:04:21
09:10:05	0:04:32
09:10:23	0:05:01
09:10:40	0:04:14
09:10:57	0:04:37
09:11:14	0:05:09
09:11:32	0:04:35
09:11:49	0:03:53
09:12:06	0:03:47
09:12:24	0:04:24
09:12:41	0:04:12
09:12:58	0:03:49
09:13:16	0:04:36
09:13:33	0:04:30
09:13:50	0:04:11
09:14:08	0:04:03
09:14:25	0:04:45
09:14:42	0:03:31
09:14:59	0:03:53
09:15:17	0:04:44
09:15:34	0:03:51
09:15:51	0:04:24
09:16:09	0:05:28
09:16:26	0:04:21
09:16:43	0:04:50
09:17:01	0:04:37
09:17:18	0:04:50
09:17:35	0:04:07
09:17:53	0:03:42
09:18:10	0:03:12
09:18:27	0:05:22
09:18:44	0:04:09
09:19:02	0:04:33
09:19:19	0:04:19
09:19:36	0:04:06
09:19:54	0:04:04
09:20:11	0:03:54
09:20:28	0:04:13
09:20:46	0:04:31
09:21:03	0:04:55
09:21:20	0:04:10
09:21:38	0:04:07
09:21:55	0:04:33
09:22:12	0:04:08
09:22:29	0:04:36
09:22:47	0:04:54
09:23:04	0:04:48
09:23:21	0:03:39
09:23:39	0:04:51
09:23:56	0:03:57
09:24:13	0:04:27
09:24:31	0:04:23
09:24:48	0:04:21
09:25:05	0:04:09
09:25:23	0:04:07
09:25:40	0:04:13
09:25:57	0:03:43
09:26:14	0:04:06
09:26:32	0:04:30
09:26:49	0:04:56
09:27:06	0:04:27
09:27:24	0:04:15
09:27:41	0:04:16
09:27:58	0:04:34
09:28:16	0:04:38
09:28:33	0:04:55
09:28:50	0:03:37
09:29:08	0:04:03
09:29:25	0:04:34
09:29:42	0:05:03
09:30:00	0:03:22
09:30:16	0:04:18
09:30:32	0:05:10
09:30:49	0:04:48
09:31:05	0:03:55
09:31:21	0:04:03
09:31:38	0:04:08
09:31:54	0:04:47
09:32:10	0:05:15
09:32:27	0:05:21
09:32:43	0:04:31
09:32:59	0:03:45
09:33:16	0:04:26
09:33:32	0:05:00
09:33:49	0:04:34
09:34:05	0:04:37
09:34:21	0:04:37
09:34:38	0:05:29
09:34:54	0:04:43
09:35:10	0:04:52
09:35:27	0:04:17
09:35:43	0:03:53
09:35:59	0:04:07
09:36:16	0:04:05
09:36:32	0:05:11
09:36:49	0:03:45
09:37:05	0:04:45
09:37:21	0:04:28
09:37:38	0:04:39
09:37:54	0:04:41
09:38:10	0:04:21
09:38:27	0:04:40
09:38:43	0:04:29
09:38:59	0:04:28
09:39:16	0:04:27
09:39:32	0:03:53
09:39:49	0:05:21
09:40:05	0:04:37
09:40:21	0:05:10
09:40:38	0:04:37
09:40:54	0:05:01
09:41:10	0:04:36
09:41:27	0:04:25
09:41:43	0:04:58
09:41:59	0:04:21
09:42:16	0:04:47
09:42:32	0:03:51
09:42:49	0:04:17
09:43:05	0:04:21
09:43:21	0:04:21
09:43:38	0:03:54
09:43:54	0:03:40
09:44:10	0:05:07
09:44:27	0:04:32
09:44:43	0:04:05
09:44:59	0:04:38
09:45:16	0:04:26
09:45:32	0:04:40
09:45:49	0:04:32
09:46:05	0:04:26
09:46:21	0:03:29
09:46:38	0:04:14
09:46:54	0:05:25
09:47:10	0:05:04
09:47:27	0:04:11
09:47:43	0:05:01
09:47:59	0:04:16
09:48:16	0:04:43
09:48:32	0:04:40
09:48:49	0:04:46
09:49:05	0:04:40
09:49:21	0:04:02
09:49:38	0:04:17
09:49:54	0:04:29
09:50:10	0:04:29
09:50:27	0:03:43
09:50:43	0:04:29
09:50:59	0:04:45
09:51:16	0:04:04
09:51:32	0:04:50
09:51:49	0:05:08
09:52:05	0:04:37
09:52:21	0:04:12
09:52:38	0:03:59
09:52:54	0:04:52
09:53:10	0:04:15
09:53:27	0:04:59
09:53:43	0:03:14
09:53:59	0:04:19
09:54:16	0:04:52
09:54:32	0:04:24
09:54:49	0:04:01
09:55:05	0:04:53
09:55:21	0:05:01
09:55:38	0:04:27
09:55:54	0:04:32
09:56:10	0:05:08
09:56:27	0:04:43
09:56:43	0:03:37
09:56:59	0:04:37
09:57:16	0:04:37
09:57:32	0:05:11
09:57:49	0:05:13
09:58:05	0:04:25
09:58:21	0:05:04
09:58:38	0:04:22
09:58:54	0:03:56
09:59:10	0:04:37
09:59:27	0:04:12
09:59:43	0:04:41
10:00:00	0:04:16
10:00:15	0:04:56
10:00:31	0:05:13
10:00:47	0:03:53
10:01:03	0:04:24
10:01:19	0:04:08
10:01:35	0:05:00
10:01:51	0:04:29
10:02:07	0:05:40
10:02:23	0:04:36
10:02:39	0:04:31
10:02:55	0:04:36
10:03:11	0:05:02
10:03:27	0:04:17
10:03:43	0:03:42
10:03:58	0:03:57
10:04:14	0:04:15
10:04:30	0:04:43
10:04:46	0:05:08
10:05:02	0:04:34
10:05:18	0:04:06
10:05:34	0:03:35
10:05:50	0:04:53
10:06:06	0:04:36
10:06:22	0:04:16
10:06:38	0:03:58
10:06:54	0:04:49
10:07:10	0:05:11
10:07:26	0:05:23
10:07:41	0:04:21
10:07:57	0:04:36
10:08:13	0:04:57
10:08:29	0:04:13
10:08:45	0:04:39
10:09:01	0:05:25
10:09:17	0:03:59
10:09:33	0:03:46
10:09:49	0:04:28
10:10:05	0:04:16
10:10:21	0:04:09
10:10:37	0:04:08
10:10:53	0:05:16
10:11:09	0:04:33
10:11:24	0:04:52
10:11:40	0:04:22
10:11:56	0:04:59
10:12:12	0:05:20
10:12:28	0:03:40
10:12:44	0:04:47
10:13:00	0:04:56
10:13:16	0:03:32
10:13:32	0:04:23
10:13:48	0:04:50
10:14:04	0:04:36
10:14:20	0:04:32
10:14:36	0:03:52
10:14:52	0:04:18
10:15:07	0:04:27
10:15:23	0:05:18
10:15:39	0:04:15
10:15:55	0:05:17
10:16:11	0:04:03
10:16:27	0:04:55
10:16:43	0:04:12
10:16:59	0:04:59
10:17:15	0:04:29
10:17:31	0:04:19
10:17:47	0:04:07
10:18:03	0:04:06
10:18:19	0:04:52
10:18:35	0:03:55
10:18:50	0:04:31
10:19:06	0:04:46
10:19:22	0:04:10
10:19:38	0:04:09
10:19:54	0:05:27
10:20:10	0:03:59
10:20:26	0:04:32
10:20:42	0:05:09
10:20:58	0:04:39
10:21:14	0:05:05
10:21:30	0:05:11
10:21:46	0:04:19
10:22:02	0:03:44
10:22:18	0:05:17
10:22:33	0:04:35
10:22:49	0:03:53
10:23:05	0:05:15
10:23:21	0:04:27
10:23:37	0:04:55
10:23:53	0:04:19
10:24:09	0:04:42
10:24:25	0:04:42
10:24:41	0:04:52
10:24:57	0:04:00
10:25:13	0:04:21
10:25:29	0:04:36
10:25:45	0:04:05
10:26:01	0:04:25
10:26:16	0:04:10
10:26:32	0:04:30
10:26:48	0:04:00
10:27:04	0:04:45
10:27:20	0:04:33
10:27:36	0:04:56
10:27:52	0:04:38
10:28:08	0:04:11
10:28:24	0:05:21
10:28:40	0:04:56
10:28:56	0:05:24
10:29:12	0:03:35
10:29:28	0:04:12
10:29:44	0:04:04
10:30:00	0:04:37
10:30:15	0:04:25
10:30:31	0:04:09
10:30:47	0:04:42
10:31:03	0:04:32
10:31:19	0:03:40
10:31:35	0:05:09
10:31:51	0:05:26
10:32:07	0:03:57
10:32:23	0:04:51
10:32:39	0:05:28
10:32:55	0:05:46
10:33:11	0:04:26
10:33:27	0:04:53
10:33:43	0:04:51
10:33:58	0:05:02
10:34:14	0:03:17
10:34:30	0:04:17
10:34:46	0:04:24
10:35:02	0:04:34
10:35:18	0:04:09
10:35:34	0:04:36
10:35:50	0:04:37
10:36:06	0:04:01
10:36:22	0:05:22
10:36:38	0:04:06
10:36:54	0:04:33
10:37:10	0:05:24
10:37:26	0:06:13
10:37:41	0:04:15
10:37:57	0:05:06
10:38:13	0:04:45
10:38:29	0:04:24
10:38:45	0:04:50
10:39:01	0:04:40
10:39:17	0:04:11
10:39:33	0:05:00
10:39:49	0:05:11
10:40:05	0:03:54
10:40:21	0:04:31
10:40:37	0:04:01
10:40:53	0:04:54
10:41:09	0:05:01
10:41:24	0:04:42
10:41:40	0:03:38
10:41:56	0:04:19
10:42:12	0:04:52
10:42:28	0:04:05
10:42:44	0:04:19
10:43:00	0:04:36
10:43:16	0:03:55
10:43:32	0:03:54
10:43:48	0:05:26
10:44:04	0:04:39
10:44:20	0:04:14
10:44:36	0:05:45
10:44:52	0:04:42
10:45:07	0:04:28
10:45:23	0:04:27
10:45:39	0:04:58
10:45:55	0:03:14
10:46:11	0:04:37
10:46:27	0:04:17
10:46:43	0:04:13
10:46:59	0:04:55
10:47:15	0:04:04
10:47:31	0:04:18
10:47:47	0:05:31
10:48:03	0:03:23
10:48:19	0:05:22
10:48:35	0:04:07
10:48:50	0:03:55
10:49:06	0:03:57
10:49:22	0:03:39
10:49:38	0:03:34
10:49:54	0:05:20
10:50:10	0:03:39
10:50:26	0:05:17
10:50:42	0:03:51
10:50:58	0:03:19
10:51:14	0:04:21
10:51:30	0:03:40
10:51:46	0:03:50
10:52:02	0:04:16
10:52:18	0:03:57
10:52:33	0:05:03
10:52:49	0:04:49
10:53:05	0:04:23
10:53:21	0:04:39
10:53:37	0:05:01
10:53:53	0:03:48
10:54:09	0:04:50
10:54:25	0:04:09
10:54:41	0:03:30
10:54:57	0:04:08
10:55:13	0:04:02
10:55:29	0:04:54
10:55:45	0:04:46
10:56:01	0:04:28
10:56:16	0:04:18
10:56:32	0:03:16
10:56:48	0:04:09
10:57:04	0:04:41
10:57:20	0:03:52
10:57:36	0:05:32
10:57:52	0:05:02
10:58:08	0:04:19
10:58:24	0:03:48
10:58:40	0:04:17
10:58:56	0:04:52
10:59:12	0:05:01
10:59:28	0:05:11
10:59:44	0:05:12
11:00:00	0:04:42
11:00:15	0:05:10
11:00:31	0:04:12
11:00:46	0:04:13
11:01:02	0:04:53
11:01:18	0:04:14
11:01:33	0:03:48
11:01:49	0:03:54
11:02:05	0:03:59
11:02:20	0:04:26
11:02:36	0:04:30
11:02:52	0:03:52
11:03:07	0:04:10
11:03:23	0:04:58
11:03:39	0:04:44
11:03:54	0:04:41
11:04:10	0:05:00
11:04:26	0:04:50
11:04:41	0:04:37
11:04:57	0:04:53
11:05:13	0:04:26
11:05:28	0:05:06
11:05:44	0:04:29
11:06:00	0:03:22
11:06:15	0:03:59
11:06:31	0:04:39
11:06:46	0:04:01
11:07:02	0:04:07
11:07:18	0:04:08
11:07:33	0:04:21
11:07:49	0:04:25
11:08:05	0:03:49
11:08:20	0:04:07
11:08:36	0:04:35
11:08:52	0:04:51
11:09:07	0:04:25
11:09:23	0:04:18
11:09:39	0:05:28
11:09:54	0:04:29
11:10:10	0:05:01
11:10:26	0:03:41
11:10:41	0:04:53
11:10:57	0:04:26
11:11:13	0:04:49
11:11:28	0:04:17
11:11:44	0:04:10
11:12:00	0:04:02
11:12:15	0:02:55
11:12:31	0:04:00
11:12:46	0:04:03
11:13:02	0:04:39
11:13:18	0:04:21
11:13:33	0:04:07
11:13:49	0:04:28
11:14:05	0:04:25
11:14:20	0:04:28
11:14:36	0:05:24
11:14:52	0:05:02
11:15:07	0:05:14
11:15:23	0:05:07
11:15:39	0:04:08
11:15:54	0:03:54
11:16:10	0:06:09
11:16:26	0:04:17
11:16:41	0:04:00
11:16:57	0:05:03
11:17:13	0:04:18
11:17:28	0:03:36
11:17:44	0:04:44
11:18:00	0:04:17
11:18:15	0:04:03
11:18:31	0:04:17
11:18:46	0:04:07
11:19:02	0:05:06
11:19:18	0:04:31
11:19:33	0:04:29
11:19:49	0:03:35
11:20:05	0:03:35
11:20:20	0:04:33
11:20:36	0:04:29
11:20:52	0:04:32
11:21:07	0:04:08
11:21:23	0:04:20
11:21:39	0:04:12
11:21:54	0:04:39
11:22:10	0:05:14
11:22:26	0:05:17
11:22:41	0:04:36
11:22:57	0:04:23
11:23:13	0:04:22
11:23:28	0:04:14
11:23:44	0:03:59
11:24:00	0:05:15
11:24:15	0:04:49
11:24:31	0:04:31
11:24:46	0:04:09
11:25:02	0:03:47
11:25:18	0:03:57
11:25:33	0:05:07
11:25:49	0:04:56
11:26:05	0:04:23
11:26:20	0:03:36
11:26:36	0:03:45
11:26:52	0:04:09
11:27:07	0:04:30
11:27:23	0:04:31
11:27:39	0:05:15
11:27:54	0:04:48
11:28:10	0:05:06
11:28:26	0:05:09
11:28:41	0:05:00
11:28:57	0:05:12
11:29:13	0:04:52
11:29:28	0:04:36
11:29:44	0:03:58
11:30:00	0:03:48
11:30:16	0:04:32
11:30:32	0:04:37
11:30:48	0:04:46
11:31:04	0:04:05
11:31:20	0:05:34
11:31:36	0:03:50
11:31:52	0:04:26
11:32:08	0:03:51
11:32:24	0:04:28
11:32:40	0:04:30
11:32:56	0:04:32
11:33:12	0:03:47
11:33:28	0:03:26
11:33:45	0:04:03
11:34:01	0:04:06
11:34:17	0:04:58
11:34:33	0:04:18
11:34:49	0:04:27
11:35:05	0:05:49
11:35:21	0:04:43
11:35:37	0:05:05
11:35:53	0:05:23
11:36:09	0:04:09
11:36:25	0:04:32
11:36:41	0:04:30
11:36:57	0:04:42
11:37:13	0:05:23
11:37:30	0:04:53
11:37:46	0:05:13
11:38:02	0:04:45
11:38:18	0:03:51
11:38:34	0:04:58
11:38:50	0:04:48
11:39:06	0:04:38
11:39:22	0:03:48
11:39:38	0:04:38
11:39:54	0:04:32
11:40:10	0:03:56
11:40:26	0:03:44
11:40:42	0:03:45
11:40:58	0:04:41
11:41:15	0:04:00
11:41:31	0:04:31
11:41:47	0:04:55
11:42:03	0:04:22
11:42:19	0:04:59
11:42:35	0:04:51
11:42:51	0:03:39
11:43:07	0:03:37
11:43:23	0:04:02
11:43:39	0:04:41
11:43:55	0:04:40
11:44:11	0:03:52
11:44:27	0:04:46
11:44:43	0:04:24
11:45:00	0:04:20
11:45:16	0:04:41
11:45:32	0:04:13
11:45:48	0:04:45
11:46:04	0:03:50
11:46:20	0:03:39
11:46:36	0:04:49
11:46:52	0:05:01
11:47:08	0:05:03
11:47:24	0:04:43
11:47:40	0:04:38
11:47:56	0:04:32
11:48:12	0:04:33
11:48:28	0:04:56
11:48:45	0:05:06
11:49:01	0:05:00
11:49:17	0:04:54
11:49:33	0:04:22
11:49:49	0:04:10
11:50:05	0:05:13
11:50:21	0:04:32
11:50:37	0:03:57
11:50:53	0:04:51
11:51:09	0:04:25
11:51:25	0:04:39
11:51:41	0:04:23
11:51:57	0:04:41
11:52:13	0:04:27
11:52:30	0:04:34
11:52:46	0:04:00
11:53:02	0:04:34
11:53:18	0:05:13
11:53:34	0:04:14
11:53:50	0:03:52
11:54:06	0:03:30
11:54:22	0:04:58
11:54:38	0:05:38
11:54:54	0:05:39
11:55:10	0:05:04
11:55:26	0:04:59
11:55:42	0:04:58
11:55:58	0:03:22
11:56:15	0:05:21
11:56:31	0:04:50
11:56:47	0:04:24
11:57:03	0:03:48
11:57:19	0:04:19
11:57:35	0:04:24
11:57:51	0:04:22
11:58:07	0:04:03
11:58:23	0:05:13
11:58:39	0:04:37
11:58:55	0:05:08
11:59:11	0:05:00
11:59:27	0:04:18
11:59:43	0:04:38
12:00:00	0:05:04
12:00:15	0:05:02
12:00:31	0:04:41
12:00:47	0:04:32
12:01:03	0:05:20
12:01:18	0:04:56
12:01:34	0:04:03
12:01:50	0:04:44
12:02:06	0:04:51
12:02:22	0:05:05
12:02:37	0:05:24
12:02:53	0:04:20
12:03:09	0:04:29
12:03:25	0:04:24
